Geography,Current_Date,Forecast_Date,Months_Ahead,Current_Price,Forecasted_Price,Price_Change,Price_Change_Pct
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-01-01T00:00:00.000Z,1,160.4,160.53994730782037,0.13994730782036413,0.08724894502516467
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-02-01T00:00:00.000Z,2,160.4,160.6652147878732,0.26521478787319097,0.16534587772642828
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-03-01T00:00:00.000Z,3,160.4,160.84298838452435,0.442988384524341,0.2761772970850006
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-04-01T00:00:00.000Z,4,160.4,161.01936709109043,0.6193670910904245,0.3861390842209629
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-05-01T00:00:00.000Z,5,160.4,161.20048817372287,0.8004881737228686,0.4990574649145066
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-06-01T00:00:00.000Z,6,160.4,161.35179639570464,0.9517963957046334,0.5933892741300706
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-07-01T00:00:00.000Z,7,160.4,161.4695999950959,1.0695999950958992,0.6668329146483162
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-08-01T00:00:00.000Z,8,160.4,161.5795969480172,1.1795969480172062,0.7354095685892805
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-09-01T00:00:00.000Z,9,160.4,161.6625814980934,1.2625814980933967,0.7871455723774293
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-10-01T00:00:00.000Z,10,160.4,161.722496798744,1.3224967987439982,0.8244992510872805
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-11-01T00:00:00.000Z,11,160.4,161.78918975782545,1.3891897578254486,0.8660784026343196
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2026-12-01T00:00:00.000Z,12,160.4,161.8447574673703,1.4447574673702945,0.9007216130737498
"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2025-12-01,2027-01-01T00:00:00.000Z,13,160.4,161.89183189409505,1.4918318940950428,0.9300697594108744
